"_time",ENTRY
"2022-01-28T16:50:00.000-0800","(ref 1510) Train is in ODY."
"2022-01-28T16:48:00.000-0800","T111 BPD hold A10-1 for fight. (16)"
"2022-01-28T16:45:00.000-0800","(ref 1641) T111 released ATO, person is off the train with the medics."
"2022-01-28T16:41:00.000-0800","MDRX: T111 c1606 someone unconscious, Medic 10 responding. (15)"
"2022-01-28T16:36:00.000-0800","After re-positioning back into the platform all the cars came back up. Plan is to break from the rescue train and road manual to the yard. Rescue train will be standing by."
"2022-01-28T16:07:00.000-0800","(ref 1510) T305 turnback M60 for delay mitigation."
"2022-01-28T15:42:00.000-0800","(ref 1510) T319 W10 turnback to Y10 for delay mitigation."
"2022-01-28T15:35:00.000-0800","(ref 1510) All involved parties switching to IC."
"2022-01-28T15:34:00.000-0800","(ref 1510) Tech has Cat B WO to bleed coupler."
"2022-01-28T15:30:00.000-0800","(ref 1510) T103 has 2 cars showing 1/3 lighting mid consist and will not move in any mode south."
"2022-01-28T15:26:00.000-0800","T117 hole S50-M90 roundtrip UFN due to staffing shortage."
"2022-01-28T15:10:00.000-0800","T103 departing M90-1 stopped with a door open in the XLing with 4 N codes. Changing ends and pulling back to M90."
"2022-01-28T15:00:00.000-0800","T213 hole S50-R60 roundtrip UFN due to staffing shortage."
"2022-01-28T14:37:00.000-0800","T201 BPD hold R30-1 for disturbance. (14)"
"2022-01-28T14:30:00.000-0800","(ref 1420) T503 released ATO (59) seconds late."
"2022-01-28T14:26:00.000-0800","T109 hole S50-M90 roundtrip UFN due to staffing shortage."
"2022-01-28T14:22:00.000-0800","T317 ""311"" no ATO doors M70-1 c3019."
"2022-01-28T14:20:00.000-0800","T503 BPD hold A10-1 for seat flipper. (13)"
"2022-01-28T14:18:00.000-0800","W40 TM unable to locate shuttle operator T417 (515) seconds late. ""311"" no ATO doors c3097."
"2022-01-28T13:56:00.000-0800","T105 hole S50-M90 roundtrip UFN due to staffing shortage."
"2022-01-28T13:38:00.000-0800","C80 TM Zone unstaffed."
"2022-01-28T13:28:00.000-0800","T401 R10-1 BPD hold R10-1 for drug activity. (269) second delay. (12)"
"2022-01-28T13:13:00.000-0800","T313 approaching C20-2 BPD hold K30-4 for a disturbance on board. (195) second delay. (11)"
"2022-01-28T12:47:00.000-0800","(ref 1245) T107 released ATO. (165) second delay."
"2022-01-28T12:45:00.000-0800","T107 approaching M60-2 BPD hold M60-2 for a welfare check. (176) second delay. (10)"
"2022-01-28T12:30:00.000-0800","T511 M90-1 No ATO doors, 311(c359)."
"2022-01-28T12:30:00.000-0800","COVID TPA."
"2022-01-28T12:28:00.000-0800","T219 S20-1 requested emergency 501."
"2022-01-28T12:26:00.000-0800","T117 hole S50-M90 roundtrip UFN due to staffing shortage."
"2022-01-28T12:24:00.000-0800","T105 M90-1 late T/O board up. (233) seconds late."
"2022-01-28T12:21:00.000-0800","(ref 1220) T221 A50-1 door open self cleared."
"2022-01-28T12:20:00.000-0800","T221 A50-1 door open, M/L Tech boarding to assist."
"2022-01-28T12:18:00.000-0800","COVID TPA."
"2022-01-28T12:16:00.000-0800","(ref 1211) T407 released ATO. (381) seconds delay."
"2022-01-28T12:11:00.000-0800","T407 approaching M10-2 BPD hold M10-2 for a disturbance on board. (9)"
"2022-01-28T12:00:00.000-0800","T213 hole S50-R60 roundtrip UFN due to staffing shortage."
"2022-01-28T11:59:00.000-0800","COVID TPA."
"2022-01-28T11:22:00.000-0800","T105 approaching."
"2022-01-28T11:21:00.000-0800","T507 A20-2 No ATO doors, 311(c365)."
"2022-01-28T10:59:00.000-0800","COVID TPA."
"2022-01-28T10:56:00.000-0800","(ref 1050) T311 released ATO."
"2022-01-28T10:54:00.000-0800","T105 S50-1 No ATO doors, 311(c347)."
"2022-01-28T10:50:00.000-0800","T311 Y10-1 BPD hold Y10-1 for passenger making threats. (8)"
"2022-01-28T10:49:00.000-0800","T411 W40-3 No ATO doors, 311(c1261)."
"2022-01-28T10:25:00.000-0800","T111 M40-2 c1596 door#6 locked out slight gap per Tango. (350) seconds late."
"2022-01-28T10:22:00.000-0800","T111 M40-2 door open, OOS M/L Tech boarding to assist."
"2022-01-28T10:07:00.000-0800","T505 L10-1 reported person(s) wayside behind the gate now on the platform and boarded T505. T505 completed track inspection departing L10-1 and confirms clear for ATO."
"2022-01-28T10:06:00.000-0800","T423 departing M10-2 traversing MX/CX Track TPA  & PA's made."
"2022-01-28T10:01:00.000-0800","(ref 0600) Medic16 & Medic10 checked out."
"2022-01-28T09:48:00.000-0800","(ref 0915) Track1[Avalos] cleared Cat B W/O's for the C55Xl. Protections released."
"2022-01-28T09:47:00.000-0800","T423 M40-2 BPD hold M40-2 for a battery suspect. (418) second delay. (7)"
"2022-01-28T09:37:00.000-0800","T965 9 car circulation train dispatched ORY to K30 and back to ORY."
"2022-01-28T09:34:00.000-0800","T411 K20-2 issued road manual into K10-2 for an erratic individual on the platform. BPD advised and in route."
"2022-01-28T09:32:00.000-0800","T211 A20-2 PSF continuing on per aerial procedures. TPA & PA's made."
"2022-01-28T09:26:00.000-0800","T117 hole S50-M90 roundtrip UFN due to staffing shortage."
"2022-01-28T09:18:00.000-0800","T107 M30-1 BPD hold M30-1 for drug activity. (6)"
"2022-01-28T09:17:00.000-0800","T417 departing M10-2 traversing MX/CX Track TPA made for doors."
"2022-01-28T09:16:00.000-0800","(ref 0914) T303 released ATO. (135) second delay now (216) seconds late."
"2022-01-28T09:15:00.000-0800","Track1[Avalos] issued Cat B W/O's for the C55XL for the C1 Track for CPUC Inspection. Speed restrictions established and verified. Train holds and gate cancels."
"2022-01-28T09:14:00.000-0800","T303 M30-1 BPD hold M30-1 for welfare check. (5)"
"2022-01-28T09:06:00.000-0800","(ref 0900) T407 released ATO. (310) seconds late."
"2022-01-28T09:00:00.000-0800","T213 hole S50-R60 roundtrip UFN due to staffing shortage."
"2022-01-28T09:00:00.000-0800","T407 approaching K30-2 BPD hold K30-4 for welfare check. (4)"
"2022-01-28T08:53:00.000-0800","T113 S50-1 No ATO doors, 311(c1243)."
"2022-01-28T08:31:00.000-0800","COVID TPA."
"2022-01-28T08:30:00.000-0800","BPD QOL Sweeps M16-2, T/O's advised to take release from BPD on the platform. (3)"
"2022-01-28T08:30:00.000-0800","(ref 0610) W10 now staffed."
"2022-01-28T08:30:00.000-0800","(ref 0730) R50 now staffed."
"2022-01-28T08:15:00.000-0800","T207 S50-2 No ATO doors, 311(c1260)."
"2022-01-28T08:15:00.000-0800","T415 late departing W40-3, c4131 EM handle activated. Tango advised."
"2022-01-28T07:56:00.000-0800","EBART T627 scheduled to depart E30 @ 0747 BPD hold E30 for a disturbance. 10 minutes late arriving C88."
"2022-01-28T07:42:00.000-0800","COVID TPA."
"2022-01-28T07:34:00.000-0800","(ref 0723) T405 released ATO. (166) second delay."
"2022-01-28T07:31:00.000-0800","T515 M10-1 No ATO doors, 311(c365)."
"2022-01-28T07:30:00.000-0800","R50 unstaffed, TVP's established per procedure."
"2022-01-28T07:30:00.000-0800","T215 R40-1 c1625 doors 5/7 locked out."
"2022-01-28T07:29:00.000-0800","T507 A10-1 BPD hold A10-1 for aggressive pan handler."
"2022-01-28T07:26:00.000-0800","T215 R40-1 door open, T/O headed back to check no suspects. Tango advised."
"2022-01-28T07:23:00.000-0800","T405 M70-2 BPD hold M40-2 for mask violation. (2)"
"2022-01-28T07:21:00.000-0800","T515 A20-2 No ATO doors, 311(365)."
"2022-01-28T07:13:00.000-0800","T515 A40-2 No ATO doors, 311(c365)."
"2022-01-28T07:02:00.000-0800","COVID TPA."
"2022-01-28T06:26:00.000-0800","T117 will be a hole from S50/M90 RT UFN due to staffing shortages."
"2022-01-28T06:10:00.000-0800","W10 unstaffed, TVP's established per procedure."
"2022-01-28T06:00:00.000-0800","Track22[Pippen] checked in ORY."
"2022-01-28T06:00:00.000-0800","Medic10 & Medic16 checked in."
"2022-01-28T06:00:00.000-0800","T213 will be a hole from S50/R60 RT UFN due to staffing shortages."
"2022-01-28T05:40:00.000-0800","BPD QOL sweeps at M16-2 from 0540-0700. (1)"
"2022-01-28T05:02:00.000-0800","Core Line Blanket released."
"2022-01-28T05:01:00.000-0800","TBT17 clear of the Core Line Blanket."
"2022-01-28T04:55:00.000-0800","BPD and SA were able to get the station opened at Pittsburg Center."
"2022-01-28T04:52:00.000-0800","T511 1st train track inspection for switch work at M87XL."
"2022-01-28T04:46:00.000-0800","T107 1st train track inspection for A78XL, cranked and aligned for straight through movement, good for ATO."
"2022-01-28T04:35:00.000-0800","SA at E30 reports unable to open the grills remotely at Pittsburg Center. BPD in route, SA will board the first DMU from E30 and open up the station."
"2022-01-28T04:22:00.000-0800","C-Line Blanket released back to Central."
"2022-01-28T04:06:00.000-0800","L-Line Blanket released back to Central."
"2022-01-28T04:05:00.000-0800","A-Line Blanket released back to Central. S-Line blanket released back to Central."
"2022-01-28T04:01:00.000-0800","GEALOC's reset."
"2022-01-28T03:56:00.000-0800","R50 SORS FIP is down. Computer group advised and dispatching a crew to respond."
"2022-01-28T03:54:00.000-0800","W-Line Blanket released back to Central."
"2022-01-28T03:48:00.000-0800","A25 crossover released back to ATO. Track and Traction Power crews inspected the area in the blanket a found a collector shoe wedged between the coverboard and 3rd rail. Crews removed the collector shoe and re-inspected the area, nothing unusual observed."
"2022-01-28T03:00:00.000-0800","Ventilation Report for 1/27/22."
"2022-01-28T03:00:00.000-0800","E-Line Docs."
"2022-01-28T02:35:00.000-0800","S-Line Blanket established."
"2022-01-28T02:30:00.000-0800","W-Line Blanket established."
"2022-01-28T02:14:00.000-0800","C-Line blanket established."
"2022-01-28T02:13:00.000-0800","L-Line Blanket established."
"2022-01-27T02:12:00.000-0800","EOR."
"2022-01-27T02:11:00.000-0800","C-Line Blanket established."
"2022-01-27T02:10:00.000-0800","M-Line Blanket establsihed."
"2022-01-27T02:10:00.000-0800","L-Line Blanket established."
"2022-01-27T01:51:00.000-0800","A-Line Blanket established."
"2022-01-27T01:49:00.000-0800","(ref 0130) T203 released ATO, now (14) minutes late."
"2022-01-27T01:37:00.000-0800","Core Blanket established."
"2022-01-27T01:30:00.000-0800","T203 BPD hold at A90-1 for a sweep."
"2022-01-27T01:29:00.000-0800","(ref 0110) T323 released ATO, compounded delay, now (11.5) minutes late."
"2022-01-27T01:28:00.000-0800","(ref 0122) T503 released ATO, now (5) minutes late."
"2022-01-27T01:22:00.000-0800","T503 BPD hold at A50-2 for a sweep. (37)"
"2022-01-27T01:10:00.000-0800","T323 BPD hold at M40-1 for sweep. (36)"
"2022-01-27T01:01:00.000-0800","Grand Meet completed at K30, final trains have been released for the evening."
"2022-01-27T00:48:00.000-0800","T225 confirms track units set on the A2 Track at MW18. T225 verifying speed restriction now."
"2022-01-27T00:46:00.000-0800","(ref 0023) T511 reports 3 units established on the M2 track."
"2022-01-27T00:45:00.000-0800","C80 TM Zone will be unstaffed at 0100. Relief in route."
"2022-01-27T00:39:00.000-0800","(ref 0030) T319 released ATO, now (3.5) minutes late."
"2022-01-27T00:30:00.000-0800","T319 BPD hold at M40-1 for a sweep. (35)"
"2022-01-27T00:24:00.000-0800","DMZ1 & consist issued cat B work orders for MW02 for Set on. Trains holding out on both tracks, tracks powered down."
"2022-01-27T00:23:00.000-0800","DMZ8 & consist issued cat B work orders for MW18 for set on. Tracks powered down, Trains holding out."
"2022-01-27T00:04:00.000-0800","T309 released at SFIA."
"2022-01-27T00:03:00.000-0800","SA at K10 clear of work orders, item has been retrieved, area is clear for ATO. All trains released back to ATO through the area."
"2022-01-27T00:02:00.000-0800","SA at K10 issued cat B work orders for the C3 Track at K10 to retrieve some glasses from the trackway. Trains holding out."
"2022-01-26T23:56:00.000-0800","SA reports a fire at 39th and MLK near K30. SA investigated, reports no hazard to ATO. Fire Dept. is on scene responding."
"2022-01-26T23:55:00.000-0800","(ref 2325) T219 (4.5) minutes late arriving A10-1 for sequencing."
"2022-01-26T23:47:00.000-0800","T225 door open at R60-1 on the way into the yard, EM handle activated in trailing unit C1206, normalized by the operator. No delay, train is at the end of their run."
"2022-01-26T23:31:00.000-0800","T211 released ATO, now (6.5) minutes late."
"2022-01-26T23:29:00.000-0800","(ref 2320) T203 released ATO, now (2.5) minutes late, residual delay to 507 (2.5) minutes late."
"2022-01-26T23:29:00.000-0800","(ref 2325) T301 confirms the trackway is clear for ATO. T301 reports 2 extinguishers have been discharged on the platform. Haze is clear, Ventilation secured, Trackway is clear for ATO. (4) minutes late with residual delay to T517 (4) minutes late."
"2022-01-26T23:27:00.000-0800","(ref 2325) T301 road manual track inspection into M50-2 at 10 MPH to ensure the area is clear for ATO."
"2022-01-26T23:25:00.000-0800","T301 holding short of M50-2. A passenger discharged a fire extinguisher on the platform SA advised. Ventilation established."
"2022-01-26T23:20:00.000-0800","T203 BPD hold at A50-2 for a disturbance. (34)"
"2022-01-26T23:17:00.000-0800","T203 reports a passenger creating a disturbance on C403. BPD advised."
"2022-01-26T23:16:00.000-0800","T211 BPD hold at A90-1 for a disturbance. (33)"
"2022-01-26T23:05:00.000-0800","T515 (4) minutes late departing M20-2, passenger was blocking the doors and the train couldn't depart. Passenger cleared the doors and T515 is back in ATO."
"2022-01-26T23:04:00.000-0800","T303 PSF at M16-1, one set of doors out, manual procedures. Lead unit is C3026."
"2022-01-26T23:00:00.000-0800","BPD requested to close M60 at EOR. BPD Watch Commander advised."
"2022-01-26T22:50:00.000-0800","(ref 2241) T319 released ATO, now (3) minutes late."
"2022-01-26T22:41:00.000-0800","T319 BPD hold at K20-3 for a disturbance. (32)"
"2022-01-26T22:28:00.000-0800","T325 cannot depart the platform in ATO from Y10-1. Tango advised and troubleshooting with the operator. T323 will be in/out on platform 2 at Y10 to C88."
"2022-01-26T21:00:00.000-0800","Mini MVC Operation/Modified Safe Clearance - Single Tracking on M1 M15C/M17D 2030-0100 5-10 minute delay."
"2022-01-26T20:00:00.000-0800","Medic 10 Medic 16 off duty."
"2022-01-26T19:59:00.000-0800","(ref 1949) T109 released ATO (195) seconds late."
"2022-01-26T19:49:00.000-0800","T109 BPD hold A90-1 for welfare check. (31)"
"2022-01-26T19:48:00.000-0800","(ref 1940) T415 released ATO (467) seconds late."
"2022-01-26T19:40:00.000-0800","T415 BPD hold W10-1 for welfare check. (30)"
"2022-01-26T19:23:00.000-0800","T201 S40-1 PSF 2 cars out continued on, TPA made."
"2022-01-26T19:00:00.000-0800","Per S50 T203 hole S50-R60 @ 1942."
"2022-01-26T18:54:00.000-0800","(ref 1848) R60 is released ATO T207 (335) seconds late. T209 (332) seconds late."
"2022-01-26T18:51:00.000-0800","(ref 1848) BPD request hold out R60-1."
"2022-01-26T18:50:00.000-0800","(ref 1843) Operator said the fire is extinguished no damage, good for service."
"2022-01-26T18:48:00.000-0800","T207 BPD hold R60-2 for suspect that may have set the paper fire. (29)"
"2022-01-26T18:44:00.000-0800","(ref 1831) T119 released ATO to the yard."
"2022-01-26T18:43:00.000-0800","T415 operator reported someone set papers on fire on T417 heading into ORY. BPD advised, ORY advised operator will check it out."
"2022-01-26T18:35:00.000-0800","(ref 1826) T215 released ATO (107) seconds late."
"2022-01-26T18:31:00.000-0800","T119 BPD hold S50-1 for masturbator. (28)"
"2022-01-26T18:26:00.000-0800","T215 BPD hold A90-2 for fare evader. (27)"
"2022-01-26T18:18:00.000-0800","T403 BPD hold W20-1 for unattended package, released ATO (351) seconds late. (26)"
"2022-01-26T17:57:00.000-0800","(ref 1752) T403 released ATO (393) seconds late, T517 (215) seconds late, T321 (197) seconds late."
"2022-01-26T17:52:00.000-0800","T403 BPD hold M30-1 for welfare check. (25)"
"2022-01-26T17:10:00.000-0800","(ref 1700) T101 released ATO (564)seconds late, T201 reverse ran A60-A50 (142) seconds late, T515 (207) seconds late, T211 (233) seconds late, T113 (243) seconds late."
"2022-01-26T17:05:00.000-0800","T321 waited for E-bart running a little late and had a route failure C85A (271) seconds late."
"2022-01-26T17:04:00.000-0800","(ref 1700) BPD on scene."
"2022-01-26T17:00:00.000-0800","T101 BPD hold A60-2 for confrontation. (24)"
"2022-01-26T16:32:00.000-0800","T215 BPD hold R50-1 for mask violation, released ATO (94) seconds late. (23)"
"2022-01-26T16:22:00.000-0800","RFM (for the 2nd time) submitted for window washer at R60 #SR388101."
"2022-01-26T16:17:00.000-0800","T419 late TO board up R65 (194) seconds late."
"2022-01-26T15:45:00.000-0800","No one informed OCC T117 was a hole. We did not realize it until T117 called misroute A77XL. At no time did the operator of the train realize he ran thru stations with in service signs for Daly City. UOR requested from foreworker Lam S50."
"2022-01-26T15:23:00.000-0800","(ref 1512) T503 released ATO (166) seconds late."
"2022-01-26T15:22:00.000-0800","BPD reports possible someone in the trackway M40-2, trains in RM. T317 3 minutes late, T513 (4) minutes late, T421 (5) minutes late, T105 (4) minutes late. (22)"
"2022-01-26T15:12:00.000-0800","T503 BPD hold L20-2 for welfare check. (21)"
"2022-01-26T15:10:00.000-0800","(ref 1506) A30 cleared Cat B WO A40-2. T209 (243) seconds late. T507 (241) seconds late."
"2022-01-26T15:06:00.000-0800","A30 BPD Cat B WO A40-2 to look for evidence."
"2022-01-26T15:01:00.000-0800","(ref 1500) T515 authorized door cycle and released ATO no delay."
"2022-01-26T15:00:00.000-0800","Medic 10 Medic 16 on duty."
"2022-01-26T15:00:00.000-0800","T515 BPD hold M10-1 doors closed for suspect. (20)"
"2022-01-26T14:44:00.000-0800","(ref 1437) T305 released ATO (189) seconds late."
"2022-01-26T14:37:00.000-0800","T305 BPD hold C60-1 for a fight. (19)"
"2022-01-26T14:35:00.000-0800","T307 BPD hold K30-3 for welfare check, released ATO (262) seconds late. (18)"
"2022-01-26T14:25:00.000-0800","(ref 1401) T121 released ATO no delay."
"2022-01-26T14:01:00.000-0800","T121 BPD hole M30-1 for disturbance. (17)"
"2022-01-26T13:49:00.000-0800","(ref 1336) T311 released ATO, (196) second delay."
"2022-01-26T13:44:00.000-0800","(ref 1342) T303 ATO, (330) second delay. C1653 doors 5/7 cutout, mis-aligned."
"2022-01-26T13:42:00.000-0800","T303 Door open M40-2, Tango advised, M/L tech en route."
"2022-01-26T13:36:00.000-0800","T311 BPD hold W10-1, mask violation. (16)"
"2022-01-26T12:40:00.000-0800","T209 BPD hold R50-1, mas violation. (15)"
"2022-01-26T12:38:00.000-0800","T203 BPD hold K30-2, mask violation. (14)"
"2022-01-26T12:24:00.000-0800","(ref 1213) TPA made on affected train."
"2022-01-26T12:23:00.000-0800","(ref 1213) T307 ATO, (709) second delay. Per Tango, door CB tripped. Secondary delay, T309 (122) seconds late."
"2022-01-26T12:19:00.000-0800","(ref 1213) T307 locked out all doors on lead C3070, accidentally auxed the train off. 6-minute wait before train is ATO."
"2022-01-26T12:13:00.000-0800","T307 Door open C60-2, door fault. Tango advised. T/O troubleshooting."
"2022-01-26T12:04:00.000-0800","T315 BPD hold K10-3, disturbance. (13)"
"2022-01-26T12:00:00.000-0800","R30 unstafed for cleaning."
"2022-01-26T11:38:00.000-0800","T305 VATC failure at C80-1, Tango advised. T/O troubleshooting."
"2022-01-26T11:34:00.000-0800","M50 unstaffed."
"2022-01-26T11:29:00.000-0800","(ref 1118) T323 released ATO, (635) second delay."
"2022-01-26T11:18:00.000-0800","T323 BPD hold C10-2, outside agency assist. (12)"
"2022-01-26T10:46:00.000-0800","(ref 1034) TPA made on all affected trains."
"2022-01-26T10:45:00.000-0800","(ref 1034) T311 released ATO, (875) second delay. Secondary delays, T415 (626) and T313 (383) second delay."
"2022-01-26T10:45:00.000-0800","(ref 1045) SAM20 canceled Cat B work orders."
"2022-01-26T10:44:00.000-0800","SAM20 issued Cat B work orders at M20 to retrieve item. Power on, train holds."
"2022-01-26T10:43:00.000-0800","(ref 1037) T111 released ATO, (382) second delay."
"2022-01-26T10:37:00.000-0800","T111 BPD hold A10-1, possible medical. (11)"
"2022-01-26T10:34:00.000-0800","T311 BPD hold W10-1, possible medical. (10)"
"2022-01-26T10:08:00.000-0800","(ref 1007) T121 ATO, (128) second delay."
"2022-01-26T10:07:00.000-0800","T121 6100 SET approaching S20-2. Tango advised."
"2022-01-26T09:31:00.000-0800","(ref 0907) T319 released ATO, (72) second delay. Now (309) seconds late."
"2022-01-26T09:07:00.000-0800","T319 BPD hold K10-3, welfare check. (9)"
"2022-01-26T09:00:00.000-0800","R40 unstaffed."
"2022-01-26T08:40:00.000-0800","QOL sweeps M16-2 until 1000. BPD will release trains on the platform. 5-10 minute delays."
"2022-01-26T08:32:00.000-0800","(ref 0445) T/O back at L30 with TM FW."
"2022-01-26T08:20:00.000-0800","(ref 0818) T119 ATO, (70) second delay."
"2022-01-26T08:18:00.000-0800","T119 departing M50-2 stopped with 6100 SET, Tango advised."
"2022-01-26T08:12:00.000-0800","T315 NO ATO doors Y10-1, ""311"" issued. [C1247]."
"2022-01-26T07:41:00.000-0800","T209 BPD hold A50-1, welfare check. (8)"
"2022-01-26T07:32:00.000-0800","(ref 0721) T315 released ATO, (263) second delay."
"2022-01-26T07:21:00.000-0800","T315 BPD hold M30-1, aggressive panhandler. (7)"
"2022-01-26T07:18:00.000-0800","(ref 0703) A30 released ATO, T105, T117 and T205 ran thru."
"2022-01-26T07:17:00.000-0800","WA scan between MP 14.3 and M80, Comm advised."
"2022-01-26T07:16:00.000-0800","(ref 0700) T16 en route to M85XL to investigate."
"2022-01-26T07:15:00.000-0800","(ref 0700) T111 verified clear for ATO, no gates appear to be open in the area. (530) second delay. Secondary delays, T411 (644), T311 (426) and T509 (327) seconds late."
"2022-01-26T07:09:00.000-0800","(ref 0700) T507 reports no gate accessing wayside is open, may be on the street level. (322) seconds late."
"2022-01-26T07:05:00.000-0800","(ref 0700) T303 could not verify any gate open at M85XL. (186) second delay."
"2022-01-26T07:03:00.000-0800","Per BPD run-thru A30, outside agency assist. (6)"
"2022-01-26T07:00:00.000-0800","Traio Control reports possible gate open at M85XL on the M2 track around MP 13.8. Trains to inspect."
"2022-01-26T06:51:00.000-0800","(ref 0642) T113 released ATO, (61) second delay."
"2022-01-26T06:45:00.000-0800","(ref 0636) T311 released ATO, (189) second delay. Secondary delay, T203 (160) seconds late."
"2022-01-26T06:42:00.000-0800","T113 BPD hold A10-2, disturbance. (5)"
"2022-01-26T06:36:00.000-0800","T311 BPD hold K10-2, suspicious person. (4)"
"2022-01-26T06:35:00.000-0800","Power and Support Ventilation Log."
"2022-01-26T06:32:00.000-0800","(ref 0627) T109 released ATO, (125) second delay."
"2022-01-26T06:30:00.000-0800","E-Line Docs, General Track bulletin, ECC daily log and ECC Daily Ops report."
"2022-01-26T06:27:00.000-0800","T109 BPD hold M16-1, welfare check. (3)"
"2022-01-26T06:02:00.000-0800","(ref 0558) T409 ATO, (397) seconds late. C1809 PDBc/o and dumped."
"2022-01-26T05:58:00.000-0800","T409 BOIP R60-2, Tango advised."
"2022-01-26T05:40:00.000-0800","BPD performing QOL Sweeps M16-2, T/O's advised to take release from BPD on the platform. (2)"
"2022-01-26T05:36:00.000-0800","T511 approaching A40-1 authorized to stop 1-door in A50-1 for M/L Tech to board to troubleshoot a propulsion fault."
"2022-01-26T05:36:00.000-0800","(ref 0534) T101 released ATO. (42) second delay."
"2022-01-26T05:34:00.000-0800","T101 M20-1 BPD hold M30-1 for BPD to board up. (1)"
"2022-01-26T05:25:00.000-0800","T403 R30-2 c1768 doors 2/4 locked out. Tango advised."
"2022-01-26T05:23:00.000-0800","T403 R30-2 door open suspect near the trail car, T/O headed back to check. Tango advised."
"2022-01-26T05:22:00.000-0800","T511 M2 Track TBT completed track inspection between MP 3.61-3.82 for concrete demolition, confirms clear for ATO.(126) now (254) seconds late."
"2022-01-26T05:14:00.000-0800","All stations opened/staffed per SOFO except C80 TVP's established per procedure. SOFO[Myers]."
"2022-01-26T05:03:00.000-0800","T511 departed M90-1 completed track inspection on the M1 Track at MP 15.1 M87 Gate A for tie replacement, confirms clear for ATO. (300) seconds late."
"2022-01-26T04:58:00.000-0800","Core Blanket released."
"2022-01-26T04:45:00.000-0800","T/O was injured at L30 boarding up train, is now being transported to Valley Care in Pleasonton by night rider FW."
"2022-01-26T04:29:00.000-0800","T105 verified A78 [A1/A2] bolted, clamped & aligned for ATO. (135) second delay."
"2022-01-26T04:24:00.000-0800","C80 opened unstaffed per Nightrider[Scott-Lyles]."
"2022-01-26T03:00:00.000-0800","E-Line Docs."
"2022-01-26T03:00:00.000-0800","Ventilation Report for 1/25/22."
"2022-01-25T02:02:00.000-0800","EOR."
"2022-01-25T00:58:00.000-0800","Final trains released ATO from K30 by BPD."
"2022-01-25T00:45:00.000-0800","(ref 0025) Set-on complete at MW02, 3 units verified on the M2 track by T511."
"2022-01-25T00:25:00.000-0800","Set-on begun at MW02 for DMZ-01, 02 and 03 onto the M2 track."
"2022-01-24T23:01:00.000-0800","(ref 2252) T517 released ATO from M30 by BPD, 2 minute hold."
"2022-01-24T22:52:00.000-0800","T517 M30-1 BPD hold for a welfare check. (27)"
"2022-01-24T22:29:00.000-0800","(ref 2218) T211 5 late dispatching from ORY, apparently this TO was also confused about their dispatch time. Tower procedure."
"2022-01-24T22:18:00.000-0800","T207 moving ATO our of Richmond, 25 minutes late. At 2150, ORY tower called and said the outbound 207 TO had just arrived on the 400 (the 207 was arriving next), so it would be a little delayed. OCC called the tower several times over the next 20 minutes, tower said the operator may not have known her dispatch time and she was heading out. Finally the tower called and said she did not know her dispatch time and was running to the train. Tower procedure."
"2022-01-24T21:59:00.000-0800","(ref 2157) T325 released ATO from M30 by BPD."
"2022-01-24T21:57:00.000-0800","T325 M30-1 BPD hold for a disturbance on board. (26)"
"2022-01-24T21:34:00.000-0800","W10 unstaffed, TVP's established per procedure."
"2022-01-24T21:30:00.000-0800","K10 unstaffed, TVP's established per procedure."
"2022-01-24T21:28:00.000-0800","T317 W40-3 No ATO doors, 311(c1232)."
"2022-01-24T21:28:00.000-0800","T317 W40-3 Late departing, T/O making own turn."
"2022-01-24T21:24:00.000-0800","T215 S40-2 No ATO doors, 311(c335)."
"2022-01-24T21:21:00.000-0800","T503 replacement dispatching ODY to M90-2. (266) seconds late."
"2022-01-24T21:12:00.000-0800","TBT10 issued Cat B W/O's for the M2 Track TBT between M16 - MP 3.0. Prohibits established and verified. Single Tracking established on the M1 Track between M15 Gate B and M16."
"2022-01-24T20:44:00.000-0800","T313 late departing W40-3 to Y10, F/W confirmed T/O was given correct assignment.  (511)seconds late."
"2022-01-24T20:38:00.000-0800","TBT17 issued Cat B W/O's A15XL for early out. Train holds and gate cancels. OL137 (M10) & OL133(A10) for MVC watch."
"2022-01-24T20:30:00.000-0800","T907 arriving L20-1, Replacement T507 L30-2 T/O making own turn after 501."
"2022-01-24T20:28:00.000-0800","(ref 2023) T219 released ATO."
"2022-01-24T20:23:00.000-0800","T219 R60-2 BPD hold R50-2 for drug activity. (25)"
"2022-01-24T20:16:00.000-0800","T225 K30-1 BPD hold K30-1 for someone smoking on board. (150) second delay. (24)"
"2022-01-24T20:08:00.000-0800","(ref 1856) T501 L30-1 now T503 in service to M90. Previous hole filled."
"2022-01-24T20:05:00.000-0800","(ref 1932) Track36[Staton] cleared Cat B W/O's for the L15XL. Protections released."
"2022-01-24T19:52:00.000-0800","COVID TPA."
"2022-01-24T19:51:00.000-0800","T411 W40-3 T/O making own turn."
"2022-01-24T19:48:00.000-0800","T413 W40-3 Late departing, T/O boarded late. (266) seconds late."
"2022-01-24T19:34:00.000-0800","COVID TPA."
"2022-01-24T19:32:00.000-0800","Track36[Staton] issued Cat B W/O's for the L15XL for CPUC Inspection. Prohibits & Speed Restrictions established and verified."
"2022-01-24T19:19:00.000-0800","T515 L30-2 No ATO doors, 311(c449)."
"2022-01-24T19:18:00.000-0800","T421 in/out ORY as T419, T419 processed for high hour PM c1553. (351) seconds late."
